id_materias,nome,creditos,descricao
ESZS003-17,Instrumentação e Sensores em Veículos Aeroespaciais,4,Parte 1: Instrumentação e sensores de aeronaves: Princípios de aviônica; sistemas anemométricos. Parte 2: Instrumentação e sensores de espaçonaves: sensores e atuadores em veículos espaciais.
ESZI042-17,Instrumentação em RF e Micro-Ondas,4,"Geração de sinais em RF e micro-ondas; Análise de sinais: detectores, medidas de potência e frequência; Análise de espectro; Análise de redes: analisadores escalares de vetoriais; reflectometria no domínio do tempo."
NHT1086-16,Instrumentação para o Ensino de Ciências e Biologia,4,"Conhecimentos teórico-práticos sobre questões educativas e metodológicas, específicas do ensino de Ciências e Biologia. Investigação e análise de modalidades e recursos didáticos para o Ensino Fundamental e Médio. Descrição de tipos de laboratórios didáticos. Ensino experimental em ciências e a relação Ciência, Tecnologia, Sociedade e Ambiente. Construção de atividades e materiais didáticos."
ESZE025-17,Integração e Otimização Energética de Processos,2,Síntese de processos industriais; Metodologias de análise e integração energética de processos industriais; Cálculo de consumo mínimo de utilidades industriais; Projeto otimizado de rede de trocadores de calor; Projeto otimizado de redes de distribuição de vapor; Integração de ciclos de potência e bombas de calor; Integração energética de complexos industriais.
MCTA014-15,Inteligência Artificial,4,Introdução à Inteligência Artificial. Agentes inteligentes. Resolução de problemas utilizando técnicas de busca. Sistemas Baseados no Conhecimento. Representação do conhecimento. Tratamento de incerteza. Aprendizado.
ESZA022-17,Inteligência Artificial em Robótica,4,"Apresentação inicial das redes neurais, lógica fuzzy, métodos probabilisticos e sistemas evolutivos; modelagem baseada em equações de estados vs. modelos comportamentais; neurônio de McCulloch e Pitts, regra de Hebb; Perceptron de Rosemblatt, regra Werbos/Rumelhart; back-propagation e a rede MLP; aplicação de redes neurais para funções de muitas variáveis; funções de pertinência; regras de fuzzyficação; regras de inferência; regras de deffuzyficação; aplicação da lógica fuzzy para o controle de sistemas simples; algoritmos genéticos; particulas de enxame; aplicação de sistemas evolutivos em problema de Instrumentação, automação e robótica."
ESZS032-17,Interação Fluido-Estrutura,4,Problemas com solução analítica: modelo ideal escoamento; Vibração induzida por vórtice; Galope e flutuação; Instabilidade de estruturas; Vibração induzida por escoamento oscilante; Vibração induzida por turbulência; Amortecimento; Ruídos induzidos por esteira de vórtices; Vibração de estruturas de fronteiras.
MCZA008-17,Interação Humano-Computador,4,Introdução aos conceitos fundamentais da interação entre o usuário e o computador. Definição de usabilidade. Gerações de interfaces e dos dispositivos de interação - a evolução dos tipos de interfaces para interação usuário-computador. Aspectos humanos. Aspectos tecnológicos. Métodos e técnicas de design. Ciclo de vida da engenharia de usabilidade. Heurísticas para usabilidade. Ferramentas de suporte. Métodos para avaliação da usabilidade. Padrões para interfaces. Interação do usuário com sistemas hipermídia. Desenvolvimento prático em avaliação e construção de interfaces.
BCK0104-15,Interações Atômicas e Moleculares,3,"Fundamentos quânticos de ligação química; Teoria da ligação de valência; Teoria do Orbital Molecular; Interações Elétricas entre moléculas; Interações moleculares em líquidos; Introdução à física da matéria condensada: Estruturas Cristalinas, Teoria de bandas e propriedades dos materiais."
NHZ3021-15,Interações da Radiação com a Matéria,4,Fundamentos de eletromagnetismo. Campos multipolares. Ondas eletromagnéticas. Potenciais retardados e Radiação de partículas carregadas. Introdução à Física Moderna. Espalhamento Coulomb. Modelo do átomo Rutherford-Bohr. Produção de Raios-X. Colisão de duas partículas. Interação de partículas carregadas com a matéria. Interação dos fótons com a matéria. Transferência e absorção de energia nas interações dos fótons com a matéria. Interação dos nêutrons com a matéria. Cinética do decaimento radioativo. Modelos do decaimento radioativo. Produção de radionuclidos. Teoria da guia de ondas. Aceleradores de partículas na medicina. Radiação de Synchrotron. Radiação de Cerenkov.
NHZ2048-11,Interposições da Linguagem à Filosofia Contemporânea,4,Toma-se a produção realizada no campo da Filosofia da Linguagem no século XX como provocadora de transformações e reinterpretações de todo o conjunto da Filosofia Contemporânea.
BHQ0003-15,Interpretações do Brasil,4,"Colônia: miscigenação, estigmas e hierarquias sociais em Casa Grande & Senzala: a visão de Freyre. Raízes do Brasil: Sergio Buarque e a herança colonial. Caio Prado Jr. e a análise da república burguesa (1889-1930): transição, industrialização e imperialismo. Celso Furtado: a formação econômica do Brasil e a gênese do desenvolvimento das economias periféricas. Florestan Fernandes e a transformação da nação moderna a partir de 1950. Abdias do Nascimento: o combate ao racismo e diálogos sobre a questão étnica no Brasil do ponto de vista da arte e do movimento negro. Análise de obras pré-selecionadas e abordagem do contexto histórico no qual os pensadores atuaram e a influência que suas ideias tiveram sobre os sujeitos políticos dentro e fora do Estado brasileiro."
MCZB013-13,Introdução à Análise Estocástica em Finanças,4,"Revisão de probabilidade. Processos estocásticos em tempo discreto: passeios aleató- rios, cadeias de Markov, precificação de opções com modelos binomiais, modelos binomiais de juros. Processos estocásticos em tempo contínuo: descrição geral, movimento browniano. Inte- gração estocástica. Equações diferenciais estocásticas. Modelo de Black-Scholes. Precificação de opções e aplicações atuariais."
MCZB014-17,Introdução à Análise Funcional,4,"Espaços de Banach. Espaços de Hilbert e aspectos geométricos. Operadores lineares contínuos. O teorema de Baire e suas consequências. O teorema de Hahn-Banach, teoremas da aplicação aberta e do gráfico fechado. Aplicações."
ESTS003-17,Introdução à Astronáutica,2,"A Engenharia Aeroespacial e sua abordagem na UFABC. Por que o espaço? O que é uma missão espacial e quais setores/áreas ela envolve? História da navegação espacial. Veículos e sistemas espaciais: tipos de veículos - passado, presente e futuro (tendências, pesquisas futuras, necessidades). O espaço: dimensões envolvidas, o ambiente espacial, riscos para seres vivos e equipamentos. Órbita e atitude de veículos espaciais: conceitos básicos sobre determinação e controle, manobras, fronteira comercial, política e leis para o espaço, etc... Programa Nacional de atividades Espaciais (planejamento decenal brasileiro, necessidades do país, desenvolvimentos em andamento e futuros). Seminários sobre atividades espaciais no Brasil."
MCZC014-15,Introdução à Bioestatística,4,"Apresentação das principais técnicas estatísticas para a avaliação objetiva de dados experimentais, grupos de indivíduos e tratamentos clínicos ou farmacológicos. O conteúdo desta disciplina é de extrema importância para a pesquisa científica que envolve a análise de dados experimentais."
ESZB007-17,Introdução à Biofotônica e Óptica Biomédica,4,"Estrutura vibracional e eletrônica da matéria. Introdução às radiações não-ionizantes. Grandezas físicas empregadas em Ciências da Vida. Propriedades ópticas dos tecidos biológicos – reflexão; espalhamento; transmissão; absorção; propriedades da luz: lasers, LEDs e diodos. Aplicações clínicas: oximetria de pulso e outras técnicas. Espectro eletromagnético; aplicações das radiações ultravioleta, visível, infravermelha (IR próximo, médio e distante) e microondas nas ciências da vida; tópicos sobre interferência eletromagnética. Radiometria."
ESZB022-17,Introdução à Bioinformática,4,Conceitos básicos de Biologia Molecular; Bancos de Dados Genéticos e Proteicos; Alinhamento de Seqüencias; Seqüenciamento de DNA; Filogenia; Modelagem por Homologia.
ESZB035-17,Introdução à Biomecânica do Contínuo,4,"Introdução às leis de conservação e princípios termodinâmicos da mecânica do continuo com aplicações em tecidos musculoesqueléticos e sistemas cardiovasculares. Abrangendo o comportamento não linear e anisotrópico dos sólidos e fluidos, enfatizando na aplicação das formulações constitutivas hiper-elásticas para determinar as tensões e deformações mecânicas de tecidos calcificados (por exemplo, estrutura óssea trabecular e cortical), tecidos moles (por exemplo, ligamento, cartilagem, córnea, disco intervertebral, ventrículo esquerdo e aorta), e biofluídica (por exemplo, mucosas, fluido sinovial, soluções poliméricas)."
ESZB005-17,Introdução à Biotecnologia,4,"Regulamentação e patente em Biotecnologia; Fundamentos de Biologia Molecular: replicação, transcrição, síntese de proteínas e biodiversidade. Técnicas de Biologia Molecular: DNA recombinante. Aplicações: saúde, ambiente e agropecuária."
NHZ3023-15,Introdução à Cosmologia,4,Evolução histórica da cosmologia. Observações recentes e a estrutura do universo. Descrição matemática do universo. Universo em expansão e a constante de Hubble. Modelos de Friedmann. O universo acelerado e a constante cosmológica. Matéria e energia escuras. História térmica do universo. Radiação cósmica de fundo. A formação da estrutura do universo. O universo inflacionário. Modelos alternativos.
